Actor,Claim,ProAnti,BestGuess,DateTime,Day,City/Town,StateTerritory
general protesers,Against detention of undocumented immigrant Francisco Alvarado,1.0,24.0,2017-02-09,8,Austin,TX
general protesters,LGBT rights; abortion rights; immigrant rights,1.0,65.0,2017-02-09,8,Waco,TX
Academics United,Against immigration executive order,1.0,100.0,2017-02-09,8,Blacksburg,VA
Academics United,Against immigration executive order,1.0,28.0,2017-02-09,8,Milwaukee,WI
general protestors,against immigration ban,1.0,100.0,2017-02-10,9,Lower Manhattan,NY
general protesters,Againts ICE raids; Against immigration executive order,1.0,550.0,2017-02-10,9,New York,NY
general protesters,Against detention of undocumented immigrants,1.0,100.0,2017-02-10,9,Austin,TX
general protesters,Against deportation of undocumented immigrants,1.0,200.0,2017-02-11,10,Washington,DC
NC NAACP,"Voting Rights, against immigration executive order, against North Carolina restrictions on transgender rights, against ACA repeal",1.0,48500.0,2017-02-11,10,Raleigh,NC
ICE-Free NYC,Againts ICE raids; Against immigration executive order,1.0,1250.0,2017-02-11,10,New York,NY
general protesters,Against immigration executive order,1.0,378.5,2017-02-11,10,Wooster,OH
general protesters,ICE raids,1.0,12.0,2017-02-11,10,Austin,TX
general protestors,against immigration restrictions,1.0,62.5,2017-02-11,10,Green Bay,WI
HIAS,Against immigration executive order,1.0,200.0,2017-02-12,11,Mountain View,CA
HIAS,Against immigration executive order,1.0,140.0,2017-02-12,11,Denver,CO
general protesters,Against immigration executive order,1.0,170.0,2017-02-12,11,Newark,DE
HIAS,Against immigration executive order,1.0,100.0,2017-02-12,11,Buffalo Grove,IL
general protesters,Against ICE raids,1.0,200.0,2017-02-12,11,Indianapolis,IN
HIAS; Jewish Community Relations Council,Against immigration executive order,1.0,200.0,2017-02-12,11,Boston,MA
general protesters,Against ICE raids,1.0,125.0,2017-02-12,11,Baltimore,MD
HIAS; ADL,Against immigration executive order,1.0,850.0,2017-02-12,11,New York,NY
general protesters,"Immigrant Rights, Farm Worker Rights",1.0,700.0,2017-02-12,11,Mount Vernon,WA
tech workers,"Against ""Muslim ban""",1.0,150.0,2017-02-13,12,San Francisco,CA
general protesters,against ICE raids,1.0,60.0,2017-02-13,12,Port Townsend,WA
Voces de la Frontera,Against Milwaukee Sheriff arresting undocumented immigrants,1.0,15000.0,2017-02-13,12,Milwaukee,WI
general protesters,Against ICE raids,1.0,200.0,2017-02-14,13,New York,NY
New Sanctuary Movement of Philadelphia,Against arrests of undocumented immigrants,1.0,24.0,2017-02-14,13,Philadelphia,PA
general protesters,Against immigration stance of County Commissioner Corey Stewart,1.0,24.0,2017-02-14,13,Woodbridge,VA
Northwest Detention Center Resistance,Against Detention of undocumented immigrant Daneil Medina,1.0,24.0,2017-02-14,13,Tacoma,WA
IfNotNow,In support of immigrant community; against Netanyahu,1.0,200.0,2017-02-15,14,Washington,DC
general protesters,Against ICE raids,1.0,24.0,2017-02-15,14,Las Cruces,NM
general protesters,against ICE raids,1.0,20.0,2017-02-15,14,Las Cruces,NM
Students for Solidarity,against immigration ban,1.0,87.5,2017-02-15,14,Greenville,SC
general protesters,immigrant rights,1.0,75.0,2017-02-15,14,Del Valle,TX
Lucha Unida de Padres y Estudiantes,Immigrant Rights,1.0,90.0,2017-02-16,15,Tucson,AZ
general protesters,Immigrant Rights,1.0,3700.0,2017-02-16,15,Fresno,CA
general protesters,Immigrant Rights,1.0,950.0,2017-02-16,15,Napa,CA
general protesters,against ICE raids,1.0,24.0,2017-02-16,15,Napa,CA
general protesters,Immigrant Rights,1.0,200.0,2017-02-16,15,San Francisco,CA
general protesters,Immigrant Rights,1.0,24.0,2017-02-16,15,Ukiah,CA
general protesters,Immigrant Rights,1.0,50.0,2017-02-16,15,Ventura County,CA
Many Languages One Voice,Immigrant Rights,1.0,200.0,2017-02-16,15,Washington,DC
general protesters,Immigrant Rights,1.0,40.0,2017-02-16,15,Boca Raton,FL
general protesters,Immigrant Rights,1.0,50.0,2017-02-16,15,Gainesville,FL
general protesters,Immigrant Rights,1.0,112.0,2017-02-16,15,Homestead,FL
general protesters,Immigrant Rights,1.0,318.5,2017-02-16,15,Palm Beach,FL
general protesters,Immigrant Rights,1.0,50.0,2017-02-16,15,Pensacola,FL
general protesters,Immigrant Rights,1.0,200.0,2017-02-16,15,Atlanta,GA
general protesters,Immigrant Rights,1.0,2250.0,2017-02-16,15,Des Moines,IA
general protesters,Against immigration executive order,1.0,1100.0,2017-02-16,15,Chicago,IL
general protesters,Immigrant Rights,1.0,250.0,2017-02-16,15,Indianapolis,IN
general protesters,Immigrant Rights,1.0,400.0,2017-02-16,15,Wichita,KS
general protesters,Immigrant Rights,1.0,200.0,2017-02-16,15,Baltimore,MD
Mangonadas Del Barrio,Immigrant Rights,1.0,350.0,2017-02-16,15,Detroit,MI
general protesters,Immigrant Rights,1.0,1500.0,2017-02-16,15,Grand Rapids,MI
general protesters,Immigrant Rights,1.0,500.0,2017-02-16,15,Pontiac,MI
general protesters,Immigrant rights,1.0,600.0,2017-02-16,15,St. Paul,MN
general protesters,Immigrant Rights,1.0,400.0,2017-02-16,15,Kansas City,MO
general protesters,Immigrant rights,1.0,7500.0,2017-02-16,15,Charlotte,NC
general protesters,Immigrant Rights,1.0,700.0,2017-02-16,15,Raleigh,NC
general protesters,Immigrant Rights,1.0,150.0,2017-02-16,15,Wilmington,NC
general protesters,Immigrant Rights,1.0,180.0,2017-02-16,15,Grand Island,NE
general protesters,Immigrant Rights,1.0,2000.0,2017-02-16,15,Lakewood,NJ
general protesters,against the immigration ban,1.0,175.0,2017-02-16,15,Perth Amboy,NJ
general protesters,Immigrant Rights,1.0,25.0,2017-02-16,15,Long Island,NY
general protesters,Immigrant Rights,1.0,1000.0,2017-02-16,15,Spring Valley,NY
general protesters,Immigrant Rights,1.0,200.0,2017-02-16,15,Yonkers,NY
general protesters,Immigrant Rights,1.0,200.0,2017-02-16,15,Columbus,OH
general protesters,Immigrant Rights,1.0,12.0,2017-02-16,15,Catoosa,OK
general protesters,Immigrant Rights,1.0,240.0,2017-02-16,15,Hood River,OR
general protesters,Immigrant Rights,1.0,30.0,2017-02-16,15,Tillamook,OR
general protesters,Immigrant Rights,1.0,24.0,2017-02-16,15,Pittsburgh,PA
general protesters,Immigrant Rights,1.0,100.0,2017-02-16,15,Bluffton,SC
general protesters,Immigrant Rights,1.0,20.0,2017-02-16,15,Nolensville,TN
general protesters,Immigrant Rights,1.0,620.0,2017-02-16,15,Austin,TX
Students,Immigrant Rights,1.0,100.0,2017-02-16,15,Dallas,TX
general protesters,Immigrant Rights,1.0,1000.0,2017-02-16,15,Houston,TX
general protesters,Immigrant Rights,1.0,35.0,2017-02-16,15,Sherman,TX
general protesters,Immigrant Rights,1.0,1050.0,2017-02-16,15,Waco,TX
general protesters,Immigrant Rights,1.0,100.0,2017-02-16,15,Wenatchee,WA
general protesters,Immigrant Rights,1.0,150.0,2017-02-16,15,Jackson Hole,WY
general protesters,Immigrant Rights,1.0,25.0,2017-02-17,16,Phoenix,AZ
general protesters,Immigrant Rights,1.0,60.0,2017-02-17,16,Los Angeles,CA
students,immigrant rights,1.0,150.0,2017-02-17,16,Riverside,CA
general protesters,immigrant rights,1.0,24.0,2017-02-17,16,Fort Meyers,FL
general protesters,Immigrant Rights,1.0,50.0,2017-02-17,16,Gainesville,FL
general protesters,Immigrant Rights,1.0,24.0,2017-02-17,16,Chicago,IL
general protesters,immigrant rights,1.0,75.0,2017-02-17,16,Goshen,IN
general protesters,Against deportations,1.0,50.0,2017-02-17,16,Amherst,MA
general protesters,Against deportations,1.0,150.0,2017-02-17,16,Detroit,MI
High School Students,Immigrant rights,1.0,300.0,2017-02-17,16,Charlotte,NC
general protesters,detention of undocumented immigrants,1.0,200.0,2017-02-17,16,Hudson,NY
general protesters,Immigrant Rights,1.0,200.0,2017-02-17,16,New York,NY
general protesters,against ICE arrests,1.0,24.0,2017-02-17,16,Manor,TX
general protesters,against ICE arrest of Daniel Ramirez Medina,1.0,24.0,2017-02-17,16,Seattle,WA
general protesters,Immigrant Rights,1.0,2000.0,2017-02-18,17,Los Angeles,CA
Community for Unity,"Immigrant Rights, anti-Trump",1.0,200.0,2017-02-18,17,Denver,CO
general protesters,for making Fresno a sanctuary city,1.0,200.0,2017-02-18,17,Fresno,CA
Democrats of Hemet-San Jacinto,Immigrant Rights,1.0,62.5,2017-02-18,17,Hemet-San Jacinto,CA
general protesters,Immigrant Rights,1.0,4000.0,2017-02-18,17,San Diego,CA
general protesters,Immigrant Rights,1.0,15.0,2017-02-18,17,Gainesville,FL
general protesters,Immigrant Rights,1.0,100.0,2017-02-18,17,Valparaiso,IN
Stand Up for Racial Justice,Immigrant Rights,1.0,200.0,2017-02-18,17,Frederick,MD
general protesters,Immigrant Rights,1.0,800.0,2017-02-18,17,Minneapolis,MN
In Solidarity,Immigrant Rights,1.0,1700.0,2017-02-18,17,Dallas,TX
general protesters,Immigrant Rights,1.0,600.0,2017-02-19,18,Salem,OR
general protesters,against Muslim ban,1.0,12.0,2017-02-19,18,Swanton,VT
The Foundation For Ethnic Understanding,pro-Muslim; oppose immigration EO,1.0,6000.0,2017-02-20,19,New York,NY
general protesters,requesting Chico become Sanctuary City,1.0,30.0,2017-02-21,20,Chico,CA
"Sen. Ed Markey, Rep. Joe Kennedy",Pro immigration,1.0,62.0,2017-02-21,20,Boston,MA
Benedictines for Peace,Immigrant Rights,1.0,60.0,2017-02-22,21,Erie,PA
Make the Road New Jersey,against tighter immigration enforcement,1.0,200.0,2017-02-23,22,Elizabeth,NJ
Fuse Washington,pro-ACA; pro-immigrants; hold a town hall,1.0,200.0,2017-02-23,22,Issaquah,WA
General Protest ,Trump’s immigration and healthcare stances,1.0,20.0,2017-02-24,23,National Harbor ,MD
United Talent Agency,for immigration rights,1.0,1200.0,2017-02-24,23,Beverly Hills,CA
"Alt Right, MN; Industrial Workers of the World; Twin Cities General Defense Committee",support for Trump policies; protest immigration ban; ,1.0,50.0,2017-02-25,24,Minneapolis,MN
General Protest,pro Trump immigration politics,1.0,24.0,2017-02-25,24,Massapequa Park,NY
General Protest,"No Ban, No Wall; pro-immigration",1.0,1000.0,2017-02-25,24,Austin,TX
General Protest,Anti Trump's immigration policy ,1.0,75.0,2017-02-26,25,Long Island,NY
Pasadenans Organizing for Progress,pro-immigration; anti-deportation,1.0,200.0,2017-02-27,26,Pasadena,CA
General protest; Latino Legislative Day,pro-immigration,1.0,1500.0,2017-02-27,26,Olympia,WA
general protestors,pro-immigration,1.0,200.0,2017-02-27,26,Red Bank,NJ
general protestors,pro-immigration,1.0,200.0,2017-02-27,26,Portland,OR
general protestors,pro-immigration,1.0,200.0,2017-02-27,26,Annapolis,MD
CASA; LatinoJustice PRLDEF; Sanctuary DMV; PICO National,anti-Trump; supports an El Salvador woman awaiting trial who faces deportation; anti-Trump,1.0,32.0,2017-02-27,26,Baltimore,MD
general protestors ,oppose TX sanctuary law ban,1.0,200.0,2017-02-28,27,Austin,TX
faculty; students,Against Trump's travel ban,1,200.0,2017-03-01,28,Pasedena,CA
Community Initiatives for Visiting Immigrants in Confinement (CIVIC) ,Immigrant rights; Protest planned deportation of Napa-resident Oswaldo Martinez,1,100.0,2017-03-01,28,Richmond,CA
HIAS,pro-immigration; anti-EO,1,100.0,2017-03-02,29,Washington ,DC
"Juntos; Philadelphians Organized to Witness, Empower & Rebuild (POWER); the Black and Brown Workers Collective; Mijente",pro-sanctuary; anti-Trump,1,300.0,2017-03-02,29,Philadelphia,PA
organizer Steve Clark; general protestors,Pro immigration,1,87.5,2017-03-04,31,Farmington,NM
Corey Stewart for Governor campaign,against sanctuary cities,2,125.0,2017-03-04,31,Richmond,VA
ICE Out of RVA,pro-immigration,1,125.0,2017-03-04,31,Richmond,VA
Black Lives Matter ,Immigration; President Trump; juvenile justice; several other causes,1,2000.0,2017-03-04,31,Seattle ,WA
general protesters,"support for an undocumented immigrant, Romulo Avelica-Gonzalez, 48, who was detained by ICE agents",1,75.0,2017-03-06,33,Los Angeles,CA
"""general protesters""",anti-Muslim Ban; anti-travel EO,1,87.0,2017-03-06,33,San Diego,CA
general protesters,anti-Muslim Ban; anti-travel EO,1,24.0,2017-03-06,33,San Francisco,CA
general protesters; Friends Committee on National Legislation; American Civil Liberties Union; Our Revolution; MoveOn.org; Lambda Legal; National People’s Action; Jewish group Bend the Arc,anti-Muslim Ban; anti-travel EO,1,24.0,2017-03-06,33,Washington,DC
Harvard Islamic Society/society of Arab students,Anti-travel ban,1,200.0,2017-03-06,33,Cambridge,MA
university of north texas students,petitioning school to become sanctuary school,1,24.0,2017-03-06,33,Denton,TX
general proestor,anti-travel ban,1,100.0,2017-03-06,33,Vancouver,WA
general protestors,Pro-sanctuary campus,1,24.0,2017-03-07,34,Bloomington ,IN
general protesters,"designate Oxnard a ""safe"" city; pro-immigrant",1,300.0,2017-03-08,35,Oxnard,CA
general protesters,opposed ICE detention of José Coyote Pérez; pro-immigration,1,100.0,2017-03-09,36,Irondequoit,NY
Kenosha United to Serve Humanity,Pro-immigrants; anti-Trump,1,300.0,2017-03-09,36,Kenosha,WI
NY Immigration Coalition;ACCESS,oppose Trump's travel ban,1,100.0,2017-03-10,37,Lakawanna,NY
general protestors,pro immigration,1,35.0,2017-03-11,38,Raleigh,NC
San Diego Indivisible Downtown,anti-Muslim Ban; anti-travel EO,1,36.0,2017-03-12,39,San Diego,CA
general protestors,celebrate immigrants,1,50.0,2017-03-12,39,Hastings,NE
general protesters,anti-Immigration EO,1,25.0,2017-03-13,40,Pittsburgh,PA
Low County Immigration Coalition; Low County Indivisible,pro-immigration,1,75.0,2017-03-14,41,Beaufort,SC
Low County Immigration Coalition; Low County Indivisible,pro-immigration,1,160.0,2017-03-14,41,Blufton,SC
Birthplace of Justice,anti-Muslim Ban; anti-travel EO; No Ban No Wall,1,50.0,2017-03-16,43,Montgomery,AL
Los Angeles chapter of RefuseFascism.org,against second Trump immigration order,1,12.0,2017-03-16,43,Los Angeles,CA
students; faculty,anti-Muslim Ban; anti-travel EO,1,18.0,2017-03-16,43,San Diego,CA
general protesters,anti-Muslim ban,1,200.0,2017-03-16,43,San Francisco,CA
American Civil Liberties Union of Delaware and the Delaware Civil Rights Commission,pro-immigrants; pro-sanctuary,1,18.0,2017-03-16,43,Wilmington,DE
general members of faith communities,pro-immigrants; pro-sanctuary,1,200.0,2017-03-16,43,Asheville,NC
NJ ACLU; general protesters,anti-Muslim Ban; anti-travel EO,1,30.0,2017-03-16,43,Newark,NJ
general protesters,anti-immigration ban; anti-Trump EO,1,24.0,2017-03-17,44,Tucson,AZ
general protestors,againt Trump immigration policy,1,100.0,2017-03-18,45,Chicago,IL
wind of the spirit immigrant resource center,immigration support,1,400.0,2017-03-18,45,Morristown,NJ
general protesters,to protest a plan to deputize local law enforcement officers as federal immigration agents (ICE); program 287(g),1,112.0,2017-03-18,45,Reading,PA
general protesters,"protest Coughlin’s support for H5093, which would have local police officers effectively act as ICE agents",1,35.0,2017-03-18,45,Pawtucket,RI
Voz Hispana Cambio Comunitario and Milenio,oppose Trump immigration policies,1,70.0,2017-03-20,47,Woodburn ,OR
Voces de la Frontera,oppose immigration ordinance,1,500.0,2017-03-20,47,Sheboygan,WI
Protesters,Protest for immigrant rights,1,200.0,2017-03-22,49,Los Angeles,CA
Minnesota Immigrant Rights Action Committee,Against deportation,1,30.0,2017-03-24,51,Minneapolis,MN
Protesters,oppose detention of immigrants from Geneseo,1,75.0,2017-03-24,51,Irondequoit,NY
general protesters,against border wall,1,150.0,2017-03-25,52,El Paso,TX
General protesters,"safety in schools, oppose illegal immigration",2,100.0,2017-03-26,53,Rockville,MD
Coming out of the shadows,oppose immigration detention of transgender individuals,1,24.0,2017-03-27,54,Santa Ana,CA
General protesters,Against deportation,1,200.0,2017-03-28,55,Sacramento,CA
general protesters,support immigrants,1,24.0,2017-03-28,55,Harrisburg,FL
" Florida Immigrant Coalition, Farmworker Association of Florida, Redland Christian Migrant Association, WeCount!, and Young American Dreamers ",support immigrants,1,24.0,2017-03-28,55,Tallahassee,FL
general protesters,oppose ICE shooting,1,20.0,2017-03-28,55,Chicago,IL
Immigration advocates,end deportations,1,24.0,2017-03-28,55,New York City,NY
Immigrant Youth Coalition,oppose deportations,1,9.0,2017-03-30,57,Ontario,CA
"Immigrant Youth Coaltion, LGBTQ Youth",oppose deportations,1,24.0,2017-03-31,58,Los Angeles,CA
Adelante Alabama Worker Center,Support sanctuary city ordinance,1.0,30.0,2017-07-01,150,Birmingham,AL
United Church of Christ; CASA; Annapolis Sanctuary Network,Support local man detained by ICE,1.0,200.0,2017-07-03,152,Baltimore,MD
ACLU; C-U Immigration Forum ,Support immigration rights,1.0,250.0,2017-07-04,153,Champaign,IL
Tennessee Immigrant and Refugee Rights Coalition,Support local pro-immigrant bill,1.0,150.0,2017-07-06,155,Nashville,TN
Minnesota Immigrant Rights Action Committee; Unlawful Assembly,Oppose county's contract with ICE,1.0,26.0,2017-07-09,158,Albert Lea,MN
general protestors,protesting plan to turn jailhouse into holding cell for ICE,1.0,200.0,2017-07-10,159,Jerome,ID
general protestors,Protesting Trump's border wall construction,1.0,50.0,2017-07-10,159,Oakland,CA
Minnesota Immigrant Rights Action Committee; Communities United Against Police Brutality,Oppose deportation of Ariel Vences-Lopez,1.0,30.0,2017-07-10,159,St. Paul,MN
general protestors,Oppose deportation of local Iraqi resident,1.0,250.0,2017-07-11,160,Northampton,MA
Democratic Socialists of America,Protesting sherriff and asking him to support sanctuary city,1.0,40.0,2017-07-13,162,Los Angeles,CA
general protestors,I Stand with Dreamers; oppose Nebraska’s Attorney General's request to end DACA,1.0,50.0,2017-07-16,165,Hastings,NE
general protestors,Protesting potential deportation of Ann Arbor woman,1.0,200.0,2017-07-18,167,Ann Arbor,MI
Jolt,Quinceañeras at the Capitol to oppose anti-sanctuary state bill SB 4,1.0,15.0,2017-07-19,168,Austin,TX
general protestors,Demand company not submit bid for Trump’s Mexico-border wall,1.0,50.0,2017-07-19,168,Oakland,CA
SEIU 32BJ,Oppose deportation of MIT custodian,1.0,24.0,2017-07-20,169,Boston,MA
LUPE,Education Not Deportation,1.0,30.0,2017-07-20,169,Harlingen,TX
NM Dream Team,Support DACA,1.0,50.0,2017-07-21,170,Albuquerque,NM
general protestors,Protesting deportation of MIT janitor,1.0,24.0,2017-07-22,171,Boston,MA
Greater Middletown Interfaith Council; Caring for Our Neighbors Coalition,God’s Executive Order Rally in support of immigrants,1.0,100.0,2017-07-22,171,Middletown,NY
organizer Maria Rocha ,Call on local lawmakers to end participation in the 287-G program to partner with ICE,1.0,24.0,2017-07-23,172,North Charleston,SC
general protestors,Protesting vote to expand immigration detention facility,1.0,40.0,2017-07-25,174,Conroe,TX
general protestors,Protesting ICE and detentions,1.0,24.0,2017-07-25,174,Los Angeles,CA
Movimiento Cosecha,Demand the protection of the DACA program,1.0,50.0,2017-07-26,175,Austin,TX
general protestors,Oppose deportation of New Fairfield man,1.0,100.0,2017-07-27,176,Hartford,CT
HOLA Ohio,Oppose imminent deportation of an undocumented Mexican woman,1.0,300.0,2017-07-27,176,Painesville,OH
Inland Coalition for Immigrant Justice,Demand county sheriff not cooperate with ICE,1.0,100.0,2017-07-28,177,San Bernadino,CA
Southern California Silent Majority MAGA,promote patriotism; oppose sanctuary state bills; against gas taxes,2.0,300.0,2017-06-03,122,Fountain Valley,CA
general protesters,Oppose revised Muslim travel ban,1.0,5.0,2017-06-29,148,Los Angeles,CA
general protesters,supporting family whose parents are detained for immigration reasons,0.0,100.0,2017-06-06,125,National City,CA
general protesters,protesting Trump's immigration policy,1.0,150.0,2017-06-01,120,Washington,DC
general protesters,Oppose revised travel ban,1.0,24.0,2017-06-30,149,Tampa,FL
SEIU Local 1; IndyCan,Oppose unlawful ICE detentions,1.0,24.0,2017-06-15,134,Indianapolis,IN
former sheriff Joe Arpaio and Second Amendment supporters,"Support Second Amendment rights and oppose Islam, immigration",2.0,250.0,2017-06-17,136,Belchertown,MA
general protesters,protest against arrests and deportation of Iraqi Chaldeans,1.0,100.0,2017-06-11,130,Detroit,MI
By Any Means Necessary,Oppose ICE raids on Iraqi immigrants,1.0,100.0,2017-06-14,133,Detroit,MI
general protesters,Oppose ICE raids on Iraqi immigrants,1.0,200.0,2017-06-21,140,Detroit,MI
general protesters,Oppose ICE raids on Arab immigrants,1.0,24.0,2017-06-12,131,Southfield,MI
general protesters,Against arrest and deportation of Mosa Hamadeesa,1.0,24.0,2017-06-07,126,Raleigh,NC
Sanctuary City Coalition of Winston-Salem; Social Justice Committee of the Ministers’ Conference of Winston-Salem and Vicinity; Green Street United Methodist Church,Oppose pending ICE deportation of local mother,1.0,20.0,2017-06-20,139,Winston-Salem,NC
Immigrant and civil rights advocates; faith groups ,Protest death in ICE custody,1.0,50.0,2017-06-26,145,Kearney,NJ
ACLU of New Mexico; New Mexico Faith Coalition,against deportation of Iraqi immigrants,1.0,300.0,2017-06-26,145,Albuquerque,NM
general protesters,protest against arrest of Ecuadorian student for deportation,1.0,37.0,2017-06-12,131,New York,NY
Westchester United Church of Christ; general protesters,Oppose ICE deportation of Diego Puma,1.0,20.0,2017-06-21,140,New York,NY
classmates and supporters,Oppose ICE arrest of Diego Ismael Puma Macancela and his mother,1.0,28.0,2017-06-16,135,Ossining ,NY
"Troy Area Labor Council AFL-CIO and including ICE-FREE Capital District, the Albany chapter of the Democratic Socialists of America and Citizen Action of New York ",Support Troy being a sanctuary city,1.0,24.0,2017-06-01,120,Troy,NY
general protesters,Oppose Troy being a sanctuary city,2.0,6.0,2017-06-01,120,Troy,NY
New Sanctuary Network Tulsa,Oppose ICE arrests and deportations,1.0,20.0,2017-06-29,148,Tulsa,OK
general protesters,protesting new ICE detention center in Conroe,0.0,15.0,2017-06-13,132,Conroe,TX
Border Network for Human Rights,against border wall,1.0,147.0,2017-06-24,143,El Paso,TX
general protesters,Oppose state bill punishing sanctuary cities,1.0,200.0,2017-06-26,145,San Antonio,TX
Migrant Justice ,Demand release of arrested immigrant protestors,1.0,24.0,2017-06-19,138,South Burlington,VT
Migrant Justice ,Demand release of arrested immigrant protestors,1.0,24.0,2017-06-19,138,St. Albans,VT
general protestors ,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,50.0,2017-12-01,303,Des Moines,IA
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,200.0,2017-12-01,303,Red Bank,NJ
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,300.0,2017-12-02,304,Vista,CA
general protestors,Rallying for DREAM Act,1.0,40.0,2017-12-04,306,Phoenix,AZ
Center For American Progress Action Fund,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,66.0,2017-12-04,306,Washington ,DC
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,24.0,2017-12-05,307,Austin,TX
PDA Broward,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,4.0,2017-12-05,307,Fort Lauderdale,FL
Council on American-Islamic Relations,Protesting Supreme Court's decision to allow travel ban to take effect while legal process plays out,1.0,24.0,2017-12-05,307,Minneapolis,MN
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,30.0,2017-12-05,307,New York ,NY 
Muslim Students Association,Protesting Supreme Court's decision to allow travel ban to take effect while legal process plays out,1.0,150.0,2017-12-05,307,New York ,NY 
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,60.0,2017-12-05,307,Racine ,WI
general protestors,Protesting GOP tax plan; rallying for immigrants,1.0,24.0,2017-12-05,307,San Diego,CA
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,200.0,2017-12-06,308,Boston,MA
Make the Road CT,Rallying for immigrant protections,1.0,124.0,2017-12-06,308,Hartford,CT
Tennessee Immigrant and Refugee Rights Coalition,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,26.0,2017-12-06,308,Johnson City,TN
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,200.0,2017-12-06,308,Las Vegas,NV
Tennessee Immigrant and Refugee Rights Coalition,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,13.0,2017-12-06,308,Memphis,TN
general protestors,Rallying for DREAM Act,1.0,150.0,2017-12-06,308,Nashville,LA
Tennessee Immigrant and Refugee Rights Coalition,Rallying for DREAM Act,1.0,115.0,2017-12-06,308,Nashville,TN
The Saratoga Immogration Coalition,Rallying for the DREAM Act,1.0,20.0,2017-12-06,308,Saratoga Springs,NY 
CT Students for a Dream,Rallying for immigrants protection,1.0,27.0,2017-12-06,308,Stamford,CT
The Center for Community Change,Rallying for DREAM Act,1.0,8500.0,2017-12-06,308,Washington ,DC
College Republicans,Protesting acquittal of immigrant man who killed American woman,0.0,20.0,2017-12-07,309,Berkeley,CA
MPower Change,"Protesting GOP tax plan, Muslim ban",1.0,738.0,2017-12-07,309,New York ,NY 
Justice For Muslims Collective,Protesting Trump's Muslim ban,1.0,227.0,2017-12-07,309,Washington ,DC
Florida Student Power Network,Rallying for DREAM Act,1.0,52.0,2017-12-08,310,La Palma,CA
general protestors,"Rallying for sanctuary cities, immigrants rights",1.0,11.0,2017-12-09,311,Greenfield,MA
Frontline America; Unite America First,Protesting border wall,1.0,20.0,2017-12-09,311,Otay Mesa,CA
general protestors,"Counter-protest, rallying for border wall",2.0,60.0,2017-12-09,311,Otay Mesa,CA
5th graders,Protesting Trump's immigration policy,1.0,100.0,2017-12-10,312,Boston,MA
We Are Mariano,Protesting planned deportation of local man,1.0,50.0,2017-12-12,314,Hartford,CT
general protestors,Rallying for DREAM Act,1.0,24.0,2017-12-12,314,Washington ,DC
Unidad Immigrante,Protesting deportation of local woman,1.0,40.0,2017-12-13,315,Salt Lake City ,UT
One Human Family,Protesting deportation of local woman,1.0,24.0,2017-12-14,316,Davenport,IA
general protestors,Protesting deportation of local Cambodian and Vietnamese people,1.0,30.0,2017-12-14,316,Davis,CA
United We Dream,Protesting Trump's decision to repeal DACA; rallying for DREAM Act,1.0,30.0,2017-12-14,316,Washington ,DC
Fight Sanctuary State,"Protesting sanctuary cities, immigrants",2.0,30.0,2017-12-16,318,San Francisco ,CA
general protestors,"Counter-protest, rallying for immigrants",1.0,200.0,2017-12-16,318,San Francisco ,CA
Democracy Action SF,Rallying for DREAM Act,1.0,13.0,2017-12-16,318,San Francisco ,CA
Indivisible Midlands,Protesting arrests of 7 DACA recipients at rally,1.0,22.0,2017-12-17,319,Columbia,SC
Broward for Progress,Protesting arrest of Dreamers,1.0,19.0,2017-12-17,319,Davie,FL
general protestors,Protesting arrest of Dreamers,1.0,12.0,2017-12-17,319,Phoenix,AZ
ACLU,Rallying for DREAM Act,1.0,11.0,2017-12-18,320,Birmingham,AL
general protestors,Rallying for DREAM Act,1.0,24.0,2017-12-18,320,Grandville,MI 
32BJ SEIU,Protesting deportation of local man,1.0,45.0,2017-12-18,320,Hartford,CT
general protestors,Protesting Trump's decision to end DACA,1.0,24.0,2017-12-18,320,Kansas City,MO
Columbia County Sanctuary Movement,Rallying for DREAM Act,1.0,12.0,2017-12-18,320,Kinderhook,NY 
Democracy Action SF,Rallying for DREAM Act,1.0,23.0,2017-12-18,320,San Francisco ,CA
"general protestors, immigrant youth",Demanding a Dream Act; DREAMACT NOW,1.0,200.0,2017-12-18,320,Washington ,DC
Workers Justice Center of New York,Protesting deportation of local woman,1.0,31.0,2017-12-19,321,Batavia,NY 
general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,17.0,2017-12-19,321,New Haven,CT
Make the Road New York,Rallying for DREAM Act,1.0,82.5,2017-12-19,321,New York ,NY 
HANA Center ,Protesting Trump's decision to end DACA; rallying for immigrants,1.0,58.0,2017-12-19,321,Washington ,DC
